"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CRIP1",1335.89536851348,-1.79872648856758,0.225139070373058,-7.98940177547623,1.35595112075042e-15,2.12724802296551e-13
"KBTBD4",114.542599811283,-1.96201808123342,0.245902792497007,-7.97883611369443,1.47719554068133e-15,2.29814696241498e-13
"ABCA6",15.6159743004024,-2.14030847786328,0.268831634750012,-7.96152015313809,1.69938378220811e-15,2.62196659752424e-13
"FLAD1",29.6869288553112,1.13024012162549,0.142005849628214,7.9591096041788,1.73281694027025e-15,2.65163602113977e-13
"MCM4",56.207811347151,1.61205439479896,0.202918527762997,7.9443430453122,1.95222640295559e-15,2.96309875746161e-13
"EFNA3",230.0208350781,-1.19956739672485,0.151058930272022,-7.94105581553309,2.00467434370491e-15,3.01816655827637e-13
"PGM5",11.4882347645026,-2.20492540576764,0.277707336367788,-7.93974489333439,2.02597507593254e-15,3.02583429540677e-13
"TSHZ2",13.9052592577153,-1.69416508635117,0.213433778907968,-7.93766148460358,2.06028715541031e-15,3.05265880193294e-13
"ITFG3",577.940997412077,-1.67593299051713,0.211253202154491,-7.93329035216947,2.13414686419579e-15,3.13719589036782e-13
"FNDC1",13.049432731454,2.28246870564631,0.288766537666267,7.90420082635823,2.69657985095094e-15,3.93300384667212e-13
"DDX11",39.879947163191,1.56842488259806,0.19868631107911,7.89397555412649,2.92709525845555e-15,4.23611948682998e-13
"DCTPP1",19.1454279948525,1.7293467801979,0.219116499018569,7.89236222714265,2.96519595709289e-15,4.25824948638208e-13
"ZNF668",161.954993771351,-1.53648607248579,0.19471844952261,-7.89080888972146,3.00234119884451e-15,4.27867998788002e-13
"TM9SF1",336.017541660607,-1.80004248480888,0.229083846484202,-7.85757054648115,3.91655431419402e-15,5.52350570802685e-13
"NUSAP1",14.7466213811626,2.33841596694382,0.297622685471036,7.85698161160969,3.93500594122648e-15,5.52350570802685e-13
"ENC1",27.9349718645654,1.94263018708339,0.248984322987276,7.80221888581581,6.08280207379562e-15,8.47461432206645e-13
"LAMA2",10.8088263676962,-1.81217637344463,0.232299975115182,-7.80101837094945,6.14095711370056e-15,8.49226135967968e-13
"LDB2",18.4285785208094,-1.79374214621688,0.229985203119114,-7.79938066401543,6.22117387815538e-15,8.5399334655355e-13
"PRDX4",23.2168453544997,1.6746446169196,0.214962856646344,7.7903905960587,6.68023606957698e-15,9.10316256809727e-13
"MCM2",22.4485592736129,2.05772012338731,0.26508418550191,7.76251559289072,8.32611313050086e-15,1.12637830458928e-12
"PPP1R14B",52.803864030197,1.50400110104714,0.194112809565853,7.7480775452735,9.32941647372121e-15,1.25302788595612e-12
"MAST4",31.6014342603573,-1.36942807876021,0.177233588483928,-7.72668482579641,1.10383488783042e-14,1.47196382292187e-12
"ABI3BP",55.8358819440324,-2.54169130493551,0.329609111001484,-7.71122890751666,1.24611922245947e-14,1.64991487688623e-12
"TSPAN7",7.59019374222823,-2.04238288629751,0.265327106478854,-7.69760358601086,1.38641689696419e-14,1.82274767953693e-12
