"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","19/724","107/18986",0.177570093457944,4.65655496463056,7.55222493119105,2.040462051075e-08,1.7401203561887e-06,1.48352707203736e-06,"CCNB1/AURKB/PLK1/AURKA/DTL/PKMYT1/CHMP4C/CENPF/TICRR/CDC6/ORC1/RCC2/CDK6/KIF14/CDC7/CDC25A/CDC25B/CCND1/BLM",19
"GO:0090307","mitotic spindle assembly","16/724","76/18986",0.210526315789474,5.52079092759523,7.86277537902134,2.16971847467682e-08,1.79917303784133e-06,1.53387201030356e-06,"MYBL2/AURKB/PLK1/CDCA8/KIFC1/TPX2/PRC1/INCENP/CDC20/RCC1/KIF4A/CHMP4C/PRICKLE1/KIF11/KIF23/KIF15",16
"GO:0044771","meiotic cell cycle phase transition","8/724","15/18986",0.533333333333333,13.9860036832413,10.0178945019495,2.18373193237274e-08,1.79917303784133e-06,1.53387201030356e-06,"ZWINT/CCNB2/CDC20/PKMYT1/CDC25A/CDC25B/MAPK15/TTK",8
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","18/724","97/18986",0.185567010309278,4.86626416813806,7.60104533758047,2.34962144882958e-08,1.90358497712676e-06,1.62288765684948e-06,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/ESPL1/UBE2C/CDC20/ANAPC11/TACC3/CENPF/MAD2L1/BUB3/CDC6/SPC24/DLGAP5/TTK",18
"GO:0033045","regulation of sister chromatid segregation","19/724","108/18986",0.175925925925926,4.61343871495805,7.49816503143158,2.38907222588091e-08,1.90381640819789e-06,1.6230849617417e-06,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/ESPL1/UBE2C/CDC20/ANAPC11/TACC3/CENPF/MAD2L1/BUB3/CDC6/SPC24/DLGAP5/MAPK15/TTK",19
"GO:1902749","regulation of cell cycle G2/M phase transition","20/724","120/18986",0.166666666666667,4.37062615101289,7.37499463167104,2.66071440688619e-08,2.08608592449577e-06,1.77847752460287e-06,"CCNB1/AURKB/PLK1/AURKA/DTL/PKMYT1/CHMP4C/CENPF/TICRR/ATF5/CDC6/ORC1/RCC2/CDK6/KIF14/CDC7/CDC25A/CDC25B/CCND1/BLM",20
"GO:0045786","negative regulation of cell cycle","41/724","419/18986",0.0978520286396181,2.56604781181186,6.45418744842258,3.53844077479747e-08,2.73021596925246e-06,2.32762595327947e-06,"E2F1/CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/ESPL1/CDT1/INHBA/DTL/TIMELESS/RFWD3/CDC20/PKMYT1/GTSE1/CHMP4C/RAD51/CENPF/CDKN2A/MAD2L1/TICRR/ATF5/TAF6/BUB3/CDC6/ORC1/SCRIB/CDK6/SPC24/CCNF/RBM38/CDKN2B/TNF/CDC45/EZH2/CCND1/MUC1/TTK/BLM/HORMAD1",41
"GO:0050792","regulation of viral process","24/724","173/18986",0.138728323699422,3.63797783668125,6.94009764482682,4.49076421713201e-08,3.38462069113398e-06,2.88553398390942e-06,"LRRC15/ISG15/OAS3/MX1/KPNA2/STAT1/TOP2A/OAS2/TRIM14/APOBEC3B/RSAD2/OAS1/BST2/IFIH1/LGALS9/IL32/TNF/CXCR4/LY6E/OASL/SLPI/IFITM1/IFIT1/LTF",24
"GO:2001251","negative regulation of chromosome organization","18/724","101/18986",0.178217821782178,4.67354083474646,7.370339253573,4.52582482871238e-08,3.38462069113398e-06,2.88553398390942e-06,"CCNB1/AURKB/PLK1/CDCA8/MCM2/ZWINT/PARP1/INCENP/ESPL1/TOP2A/CDC20/CENPF/SLX1A/MAD2L1/BUB3/SPC24/TTK/SLX1B",18
"GO:0071103","DNA conformation change","17/724","91/18986",0.186813186813187,4.89894359783863,7.4232590320558,5.18742703051282e-08,3.81368487629163e-06,3.2513295635423e-06,"RECQL4/MCM2/MCM4/MCM3/DDX11/HMGA1/MCM5/TOP2A/MCM7/GINS1/RAD51/WRNIP1/MCM6/CHTF18/DSCC1/CDC45/BLM",17
"GO:0009615","response to virus","41/724","425/18986",0.0964705882352941,2.52982125446864,6.35089430064249,5.25646753160953e-08,3.81368487629163e-06,3.2513295635423e-06,"CXCL10/CXCL9/STMN1/TRIM65/ISG15/OAS3/BAX/MX1/IFI6/STAT1/IFI27/OAS2/EXOSC4/AP1S1/USP18/APOBEC3B/CFL1/RSAD2/OAS1/DDIT4/IKBKE/BST2/CALR/FOXP3/CCT5/ARF1/IFIH1/CDK6/NLRC5/LGALS9/ENO1/FADD/NMB/IFI44L/IFI44/MST1R/TNF/CXCR4/OASL/IFITM1/IFIT1",41
"GO:1901989","positive regulation of cell cycle phase transition","20/724","125/18986",0.16,4.19580110497238,7.13760986525589,5.40308877309806e-08,3.86241390088671e-06,3.29287314236642e-06,"CCNB1/ESPL1/UBE2C/DTL/CDC20/RRM2/ANAPC11/CCNE1/CDCA5/CDC6/TFDP1/RCC2/DLGAP5/CDC7/CDC25A/CDC25B/EZH2/CCND1/MAPK15/CCNE2",20
"GO:0030199","collagen fibril organization","15/724","72/18986",0.208333333333333,5.46328268876611,7.55491121491833,6.93504489075425e-08,4.88568887158789e-06,4.16525884590381e-06,"MMP11/COL11A1/PLOD1/COMP/ADAMTS14/COLGALT1/COL12A1/COL1A1/SERPINH1/COL5A1/COL5A2/COL11A2/COL1A2/CYP1B1/LOXL4",15
"GO:0030071","regulation of mitotic metaphase/anaphase transition","17/724","93/18986",0.182795698924731,4.79358997207865,7.30199977503287,7.25122624655815e-08,5.03545868350274e-06,4.2929440199548e-06,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/ESPL1/UBE2C/CDC20/ANAPC11/CENPF/MAD2L1/BUB3/CDC6/SPC24/DLGAP5/TTK",17
"GO:1902969","mitotic DNA replication","8/724","17/18986",0.470588235294118,12.3405914852129,9.31404567756478,7.70719609304166e-08,5.27671552229233e-06,4.49862579960045e-06,"TK1/MCM2/MCM4/MCM3/GINS1/RAD51/MCM6/CDC45",8
"GO:1901992","positive regulation of mitotic cell cycle phase transition","18/724","105/18986",0.171428571428571,4.49550118389897,7.15141566690908,8.42651814323524e-08,5.6890700964259e-06,4.85017572074812e-06,"CCNB1/ESPL1/UBE2C/DTL/CDC20/RRM2/ANAPC11/CCNE1/CDCA5/CDC6/TFDP1/RCC2/DLGAP5/CDC7/CDC25A/CDC25B/CCND1/CCNE2",18
"GO:0051984","positive regulation of chromosome segregation","10/724","30/18986",0.333333333333333,8.74125230202578,8.44887556992234,9.18714920487519e-08,6.11763455957511e-06,5.21554526598322e-06,"CCNB1/AURKB/CDCA8/NCAPD2/INCENP/NCAPH/NCAPG2/CDC6/RCC2/SMC4",10
"GO:0051321","meiotic cell cycle","32/724","295/18986",0.108474576271186,2.84461091862534,6.35769850363759,1.11035087478808e-07,7.29380486803361e-06,6.21828078810908e-06,"PLK1/FANCA/ZWINT/NCAPD2/CKS2/INCENP/AURKA/ESPL1/NCAPH/CCNB2/TOP2A/CDC20/PTTG1/ANAPC11/PKMYT1/ASPM/CCNE1/RAD54L/RAD51/BUB3/CALR/MYBL1/TDRKH/SMC4/RAD51AP1/CDC25A/CDC25B/MAPK15/KIF18A/TTK/CCNE2/HORMAD1",32
"GO:0045069","regulation of viral genome replication","16/724","85/18986",0.188235294117647,4.93623659408515,7.24183592463147,1.14481429542892e-07,7.41992305344e-06,6.32580193839113e-06,"ISG15/OAS3/MX1/TOP2A/OAS2/APOBEC3B/RSAD2/OAS1/BST2/IFIH1/TNF/OASL/SLPI/IFITM1/IFIT1/LTF",16
"GO:0071357","cellular response to type I interferon","16/724","86/18986",0.186046511627907,4.87883849415392,7.17828066856883,1.35740550576349e-07,8.68203705725831e-06,7.4018081387685e-06,"TRIM65/IRAK1/ISG15/OAS3/STAT1/IFI27/OAS2/USP18/OAS1/IKBKE/IFIH1/NLRC5/FADD/OASL/IFITM1/IFIT1",16
"GO:1903900","regulation of viral life cycle","21/724","146/18986",0.143835616438356,3.77191023991523,6.69446007942161,1.66279149340848e-07,1.0497181103193e-05,8.94929611695035e-06,"LRRC15/ISG15/OAS3/MX1/KPNA2/TOP2A/OAS2/APOBEC3B/RSAD2/OAS1/BST2/IFIH1/LGALS9/IL32/TNF/LY6E/OASL/SLPI/IFITM1/IFIT1/LTF",21
"GO:0000082","G1/S transition of mitotic cell cycle","29/724","256/18986",0.11328125,2.97065996201657,6.320671238902,1.73470678113845e-07,1.06739362824228e-05,9.0999874714751e-06,"E2F1/CCNB1/IQGAP3/CCNA2/INHBA/CCNB2/EIF4EBP1/RFWD3/RRM2/RCC1/CCNE1/GTSE1/CDKN2A/CDKN3/CDC6/TFDP1/CDK6/E2F3/CCNF/RBM38/KIF14/CDKN2B/CDC7/CDC25A/EZH2/CCND1/MUC1/CCNO/CCNE2",29
"GO:0045930","negative regulation of mitotic cell cycle","29/724","256/18986",0.11328125,2.97065996201657,6.320671238902,1.73470678113845e-07,1.06739362824228e-05,9.0999874714751e-06,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/INHBA/DTL/RFWD3/CDC20/PKMYT1/GTSE1/CHMP4C/CENPF/MAD2L1/TICRR/BUB3/CDC6/ORC1/SCRIB/SPC24/RBM38/CDKN2B/TNF/EZH2/CCND1/MUC1/TTK/BLM",29
"GO:0007094","mitotic spindle assembly checkpoint signaling","12/724","49/18986",0.244897959183673,6.4221445484271,7.56682963836063,2.17653342452272e-07,1.29025963129329e-05,1.10000155229088e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0071173","spindle assembly checkpoint signaling","12/724","49/18986",0.244897959183673,6.4221445484271,7.56682963836063,2.17653342452272e-07,1.29025963129329e-05,1.10000155229088e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0071174","mitotic spindle checkpoint signaling","12/724","49/18986",0.244897959183673,6.4221445484271,7.56682963836063,2.17653342452272e-07,1.29025963129329e-05,1.10000155229088e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0045931","positive regulation of mitotic cell cycle","20/724","136/18986",0.147058823529412,3.85643483912902,6.65638622116869,2.25763499850097e-07,1.32221249731484e-05,1.12724273799598e-05,"CCNB1/AURKA/ESPL1/UBE2C/DTL/EIF4EBP1/CDC20/RRM2/ANAPC11/CCNE1/CDCA5/CDC6/TFDP1/RCC2/DLGAP5/CDC7/CDC25A/CDC25B/CCND1/CCNE2",20
"GO:0031577","spindle checkpoint signaling","12/724","50/18986",0.24,6.29370165745856,7.46278201103593,2.76533465012107e-07,1.60027282550459e-05,1.36430106735923e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0051231","spindle elongation","7/724","14/18986",0.5,13.1118784530387,9.02649983071362,3.09380754795149e-07,1.76929394006967e-05,1.50839880077833e-05,"AURKB/CDCA8/PRC1/INCENP/KIF4A/KIF11/KIF23",7
"GO:0000910","cytokinesis","24/724","192/18986",0.125,3.27796961325967,6.31668680636076,3.28837486891467e-07,1.85869653927839e-05,1.58461834258471e-05,"NUSAP1/AURKB/PLK1/CDCA8/STMN1/PRC1/CENPA/INCENP/IQGAP3/AURKA/ESPL1/KIF20A/KIF4A/CHMP4C/CFL1/PDXP/CEP55/JTB/CDC6/ARF1/KIF23/KIF14/ANLN/CDC25B",24
"GO:0006275","regulation of DNA replication","19/724","127/18986",0.149606299212598,3.92323922216905,6.58123353444215,3.43387490263239e-07,1.86524824222275e-05,1.59020394972465e-05,"MCM2/MCM4/MCM3/CCNA2/CDT1/MCM5/TIMELESS/MCM7/PCNA/TICRR/WRNIP1/CDC6/MCM6/CHTF18/DSCC1/S100A11/CDC7/CDC25A/BLM",19
"GO:0033046","negative regulation of sister chromatid segregation","12/724","51/18986",0.235294117647059,6.17029574260643,7.36153249588047,3.49182452257293e-07,1.86524824222275e-05,1.59020394972465e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0033048","negative regulation of mitotic sister chromatid segregation","12/724","51/18986",0.235294117647059,6.17029574260643,7.36153249588047,3.49182452257293e-07,1.86524824222275e-05,1.59020394972465e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","12/724","51/18986",0.235294117647059,6.17029574260643,7.36153249588047,3.49182452257293e-07,1.86524824222275e-05,1.59020394972465e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:2000816","negative regulation of mitotic sister chromatid separation","12/724","51/18986",0.235294117647059,6.17029574260643,7.36153249588047,3.49182452257293e-07,1.86524824222275e-05,1.59020394972465e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0061982","meiosis I cell cycle process","20/724","140/18986",0.142857142857143,3.74625098658248,6.49374252542099,3.65144595402961e-07,1.92931291114543e-05,1.64482182162638e-05,"PLK1/ZWINT/CKS2/AURKA/ESPL1/CCNB2/TOP2A/CDC20/PTTG1/PKMYT1/CCNE1/RAD54L/RAD51/MYBL1/RAD51AP1/CDC25A/CDC25B/MAPK15/CCNE2/HORMAD1",20
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","12/724","53/18986",0.226415094339623,5.93745439382883,7.16690634273943,5.47136567842388e-07,2.82939452795941e-05,2.41217991891991e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:1905819","negative regulation of chromosome separation","12/724","53/18986",0.226415094339623,5.93745439382883,7.16690634273943,5.47136567842388e-07,2.82939452795941e-05,2.41217991891991e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:1901970","positive regulation of mitotic sister chromatid separation","8/724","21/18986",0.380952380952381,9.99000263088661,8.2071705286206,5.63183297254523e-07,2.88172000837288e-05,2.4567896302394e-05,"AURKB/CDCA8/INCENP/ESPL1/UBE2C/CDC20/ANAPC11/DLGAP5",8
"GO:0007080","mitotic metaphase chromosome alignment","13/724","63/18986",0.206349206349206,5.41125142506358,6.98292707081499,5.82591641952831e-07,2.94997705367991e-05,2.51498168242138e-05,"CCNB1/AURKB/CDCA8/KIFC1/KIF2C/INCENP/CDT1/PSRC1/CHMP4C/CDCA5/KIF14/KIF18A/TTK",13
"GO:0051985","negative regulation of chromosome segregation","12/724","54/18986",0.222222222222222,5.82750153468386,7.07329004759389,6.79280377680651e-07,3.37899722194047e-05,2.88073973576579e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0060337","type I interferon-mediated signaling pathway","15/724","85/18986",0.176470588235294,4.62772180695483,6.67423450756277,6.812214107183e-07,3.37899722194047e-05,2.88073973576579e-05,"TRIM65/IRAK1/ISG15/OAS3/STAT1/IFI27/OAS2/USP18/OAS1/IKBKE/IFIH1/NLRC5/FADD/OASL/IFITM1",15
"GO:0051656","establishment of organelle localization","42/724","488/18986",0.0860655737704918,2.25696268453944,5.60106126474951,8.16341074938438e-07,4.00831713664217e-05,3.41726189477154e-05,"NUSAP1/CCNB1/LMNB1/AURKB/PLK1/CDCA8/KIFC1/KIF2C/ZWINT/LMNB2/CENPA/INCENP/ESPL1/LLGL2/TRIM46/CDT1/SAPCD2/CDR2L/PSRC1/DSN1/TACC3/UCHL1/CHMP4C/CFL1/CDCA5/CENPF/MAD2L1/F8A1/TCIRG1/TMED9/BUB3/RCC2/SCRIB/SPC24/LGALS9/SPAG5/KIF14/AP1M2/MAPK15/KIF18A/TTK/SDC1",42
"GO:0061640","cytoskeleton-dependent cytokinesis","18/724","123/18986",0.146341463414634,3.83762296186498,6.28640385403917,9.71091078549869e-07,4.72047373283091e-05,4.02440586973772e-05,"NUSAP1/AURKB/PLK1/CDCA8/STMN1/CENPA/INCENP/IQGAP3/ESPL1/KIF20A/KIF4A/CHMP4C/CFL1/CEP55/JTB/ARF1/KIF23/ANLN",18
"GO:0051256","mitotic spindle midzone assembly","6/724","11/18986",0.545454545454545,14.3038674033149,8.78787301295939,1.18117300891261e-06,5.68483365972692e-05,4.84656397716408e-05,"AURKB/CDCA8/PRC1/INCENP/KIF4A/KIF23",6
"GO:0051784","negative regulation of nuclear division","13/724","67/18986",0.194029850746269,5.08819163849262,6.67451898951003,1.22692378265086e-06,5.84713383084887e-05,4.98493181867539e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK/HORMAD1",13
"GO:0009147","pyrimidine nucleoside triphosphate metabolic process","8/724","23/18986",0.347826086956522,9.12130674993995,7.75955337176137,1.26799106192928e-06,5.98417917673615e-05,5.10176884089482e-05,"DTYMK/TYMS/DCTPP1/UCK2/NME1/CMPK2/CTPS1/NME2",8
"GO:0033047","regulation of mitotic sister chromatid segregation","12/724","58/18986",0.206896551724138,5.42560487711945,6.72101221627625,1.53560508758481e-06,7.17747724110555e-05,6.11910650791641e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0045839","negative regulation of mitotic nuclear division","12/724","59/18986",0.203389830508475,5.33364547242251,6.63802538621678,1.86148323017255e-06,8.53441133209993e-05,7.27595089043351e-05,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDC20/CENPF/MAD2L1/BUB3/SPC24/TTK",12
"GO:0140374","antiviral innate immune response","12/724","59/18986",0.203389830508475,5.33364547242251,6.63802538621678,1.86148323017255e-06,8.53441133209993e-05,7.27595089043351e-05,"CXCL10/TRIM65/OAS3/MX1/OAS2/USP18/OAS1/IFIH1/NMB/TNF/OASL/IFIT1",12
"GO:0044843","cell cycle G1/S phase transition","29/724","287/18986",0.101045296167247,2.64978728319248,5.60738175023734,1.87858879352951e-06,8.53441133209993e-05,7.27595089043351e-05,"E2F1/CCNB1/IQGAP3/CCNA2/INHBA/CCNB2/EIF4EBP1/RFWD3/RRM2/RCC1/CCNE1/GTSE1/CDKN2A/CDKN3/CDC6/TFDP1/CDK6/E2F3/CCNF/RBM38/KIF14/CDKN2B/CDC7/CDC25A/EZH2/CCND1/MUC1/CCNO/CCNE2",29
"GO:0000022","mitotic spindle elongation","6/724","12/18986",0.5,13.1118784530387,8.35647452192314,2.28599997042725e-06,0.000101947209690338,8.69143590880934e-05,"AURKB/CDCA8/PRC1/INCENP/KIF4A/KIF23",6
"GO:1901993","regulation of meiotic cell cycle phase transition","6/724","12/18986",0.5,13.1118784530387,8.35647452192314,2.28599997042725e-06,0.000101947209690338,8.69143590880934e-05,"ZWINT/PKMYT1/CDC25A/CDC25B/MAPK15/TTK",6
"GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process","7/724","18/18986",0.388888888888889,10.1981276856967,7.77365622190478,2.50935676502962e-06,0.000110890756680081,9.45391156356133e-05,"DTYMK/TYMS/UCK2/NME1/CMPK2/CTPS1/NME2",7
"GO:0140694","non-membrane-bounded organelle assembly","37/724","425/18986",0.0870588235294118,2.28300942476438,5.32628058317629,2.82479853812059e-06,0.000123705817061299,0.000105464503030638,"MYBL2/AURKB/PLK1/CDCA8/KIFC1/TPX2/SAC3D1/BOP1/PRC1/CENPA/INCENP/AURKA/LSM4/CCNB2/CDC20/RCC1/KIF4A/TUBB/ASPM/CHMP4C/CENPF/CCDC78/PRICKLE1/KIF11/FSCN1/KRT19/SQLE/CEP72/KIF23/DLGAP5/SPAG5/ANLN/ACTA1/TNF/MAPK15/KIF15/CENPW",37
"GO:0000724","double-strand break repair via homologous recombination","22/724","188/18986",0.117021276595745,3.06873751028565,5.67582381268795,3.07421276320923e-06,0.000133426323588929,0.000113751650834161,"PLK1/RECQL4/MCM2/MCM4/PARP1/MCM3/UBQLN4/TONSL/MCM5/TIMELESS/RFWD3/MCM7/RAD54L/RAD51/SLX1A/FEN1/MCM6/RAD51AP1/CDC7/CDC45/SLX1B/BLM",22
"GO:0035987","endodermal cell differentiation","11/724","52/18986",0.211538461538462,5.54733319167021,6.53789101894283,3.32781103845672e-06,0.000143154773964054,0.00012204557110763,"FN1/COL11A1/MMP9/INHBA/DKK1/MMP14/COL12A1/ITGB2/COL5A1/COL5A2/MESP1",11
"GO:0022411","cellular component disassembly","38/724","450/18986",0.0844444444444444,2.21445058317987,5.19132847105456,4.2717866785124e-06,0.000182150482844287,0.000155291081747953,"MMP11/AURKB/PLK1/KIF2C/STMN1/TPX2/UBQLN4/MMP9/AURKA/HMGA1/BAX/MMP1/TOP2A/JMJD4/C1QB/ATAD2/CHMP4C/CFL1/DKK1/CDKN2A/PDXP/PRICKLE1/KIF18B/DDIT4/MMP14/FSCN1/C1QC/MMP7/DNASE2/CAPG/MMP13/TREM2/C1QA/NOXO1/CIB1/TNF/KIF18A/KLK4",38
"GO:0008608","attachment of spindle microtubules to kinetochore","11/724","54/18986",0.203703703703704,5.34187640679353,6.36174860958727,4.91991613304335e-06,0.000207962715849772,0.000177297115018688,"CCNB1/AURKB/CDCA8/KIF2C/INCENP/CDT1/DSN1/BUB3/RCC2/SPC24/SPAG5",11
"GO:0000725","recombinational repair","22/724","194/18986",0.11340206185567,2.97382810275104,5.50204459028077,5.15809726264237e-06,0.000216150955118143,0.000184277939410372,"PLK1/RECQL4/MCM2/MCM4/PARP1/MCM3/UBQLN4/TONSL/MCM5/TIMELESS/RFWD3/MCM7/RAD54L/RAD51/SLX1A/FEN1/MCM6/RAD51AP1/CDC7/CDC45/SLX1B/BLM",22
"GO:0010639","negative regulation of organelle organization","33/724","371/18986",0.0889487870619946,2.33257136900418,5.1611481681055,6.17060608758413e-06,0.000256370223861081,0.00021856658719585,"CCNB1/AURKB/PLK1/CDCA8/MCM2/STMN1/ZWINT/TPX2/PARP1/F11R/INCENP/ESPL1/RHPN1/TOP2A/CDC20/CENPF/SLX1A/MAD2L1/TMEM14A/BUB3/TMSB10/SPC24/MPV17L/TFRC/CCNF/CAPG/PFN2/KANK4/CIB1/PFN1/TTK/SLX1B/HORMAD1",33
"GO:0051255","spindle midzone assembly","6/724","14/18986",0.428571428571429,11.2387529597474,7.63053412533975,6.95752114552401e-06,0.000286614493969426,0.000244351121765638,"AURKB/CDCA8/PRC1/INCENP/KIF4A/KIF23",6
"GO:0019079","viral genome replication","17/724","130/18986",0.130769230769231,3.42926051848704,5.53377373681247,9.19713364244572e-06,0.000375691316268308,0.000320292924814761,"ISG15/OAS3/MX1/IFI27/TOP2A/OAS2/APOBEC3B/RSAD2/OAS1/BST2/IFIH1/TNF/OASL/SLPI/IFITM1/IFIT1/LTF",17
"GO:0051445","regulation of meiotic cell cycle","12/724","70/18986",0.171428571428571,4.49550118389897,5.83370193278582,1.20515637409529e-05,0.000488188761206435,0.000416201810948523,"ZWINT/CDC20/ANAPC11/PKMYT1/ASPM/CALR/RAD51AP1/CDC25A/CDC25B/MAPK15/TTK/HORMAD1",12
"GO:0097421","liver regeneration","8/724","31/18986",0.258064516129032,6.76742113705222,6.39883677216823,1.5561364750714e-05,0.000625155322753889,0.00053297166614668,"TYMS/AURKA/PCNA/SLC7A5/UCP2/TNF/EZH2/CCND1",8
"GO:0048002","antigen processing and presentation of peptide antigen","12/724","72/18986",0.166666666666667,4.37062615101289,5.70539288799207,1.62318913504091e-05,0.000646747736510971,0.000551380122921143,"TAP1/IFI30/CALR/CTSD/TREM2/HLA-C/HLA-B/HLA-DQA1/HLA-DRB5/HLA-A/ULBP2/HLA-DQA2",12
"GO:0001706","endoderm formation","11/724","61/18986",0.180327868852459,4.72887419617788,5.80798009814194,1.68581018653934e-05,0.000666237668029895,0.000567996123611927,"FN1/COL11A1/MMP9/INHBA/DKK1/MMP14/COL12A1/ITGB2/COL5A1/COL5A2/MESP1",11
"GO:0051307","meiotic chromosome separation","5/724","10/18986",0.5,13.1118784530387,7.62798064924878,1.70851494368354e-05,0.000669765414616589,0.000571003678546869,"ZWINT/ESPL1/NCAPH/MAPK15/TTK",5
"GO:0045132","meiotic chromosome segregation","14/724","97/18986",0.144329896907216,3.78487213077405,5.47503698785592,1.80960246899685e-05,0.000703718208143496,0.000599949888037103,"PLK1/ZWINT/AURKA/ESPL1/NCAPH/CCNB2/PTTG1/ASPM/CCNE1/SMC4/MAPK15/TTK/CCNE2/HORMAD1",14
"GO:0019058","viral life cycle","29/724","323/18986",0.0897832817337461,2.35445495441561,4.8884988108161,1.87285264164465e-05,0.000722534658018623,0.000615991716804928,"LRRC15/SLC52A2/F11R/ISG15/OAS3/MX1/KPNA2/IFI27/TOP2A/OAS2/APOBEC3B/CTSB/CHMP4C/RSAD2/OAS1/BST2/IFIH1/TFRC/LGALS9/IL32/SIGLEC1/TNF/CXCR4/LY6E/OASL/SLPI/IFITM1/IFIT1/LTF",29
"GO:0032963","collagen metabolic process","15/724","111/18986",0.135135135135135,3.5437509332537,5.35171539783592,2.05634644520112e-05,0.000787078745678949,0.000671018313697208,"MMP11/MMP9/MMP1/INHBA/CTSB/ADAMTS14/HDAC2/MMP14/MMP7/COL1A1/SERPINH1/MMP13/COL5A1/COL1A2/KLK6",15
"GO:0140888","interferon-mediated signaling pathway","15/724","112/18986",0.133928571428571,3.51211029992107,5.30904192289246,2.2921464603433e-05,0.00087047843310381,0.000742120116313451,"TRIM65/IRAK1/ISG15/OAS3/STAT1/IFI27/OAS2/USP18/OAS1/IKBKE/IFIH1/NLRC5/FADD/OASL/IFITM1",15
"GO:0032481","positive regulation of type I interferon production","12/724","75/18986",0.16,4.19580110497238,5.5214550580325,2.48632261182724e-05,0.000936900326828855,0.000798747623236545,"TRIM65/IRAK1/ISG15/OAS3/KPNA2/STAT1/OAS2/GAPDH/OAS1/IKBKE/IFIH1/NMB",12
"GO:0052547","regulation of peptidase activity","30/724","346/18986",0.0867052023121387,2.27373614792578,4.76096494772495,2.63143084817258e-05,0.000983952719458993,0.000838861801559146,"CST1/MMP9/IFI6/GAPDH/CDKN2A/SPINT2/PRR7/PSMB9/SERPINH1/SERPINE2/APH1A/EFNA1/CTSD/BCL2L12/LGALS9/FADD/PSMB8/LAPTM5/PSENEN/RARRES1/CLDN3/CSTB/VEGFA/TNF/SPINT1/S100A9/SLPI/EGLN3/LTF/PCSK1N",30
"GO:0016032","viral process","36/724","452/18986",0.079646017699115,2.08861780667873,4.66402088557158,2.70832217503241e-05,0.00100497359487271,0.00085678299743693,"LRRC15/SLC52A2/F11R/ISG15/OAS3/MX1/KPNA2/STAT1/IFI27/TOP2A/OAS2/TRIM14/RCC1/APOBEC3B/CTSB/CHMP4C/CFL1/RSAD2/OAS1/MGAT4B/BST2/IFIH1/TFRC/LGALS9/IL32/PEG10/PARP10/SIGLEC1/TNF/CXCR4/LY6E/OASL/SLPI/IFITM1/IFIT1/LTF",36
"GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","5/724","11/18986",0.454545454545455,11.9198895027624,7.21313580154245,3.03384631267712e-05,0.00111723688832754,0.000952492259410672,"CCNB1/AURKB/CDCA8/INCENP/RCC2",5
